Date,Open,High,Low,Volume,Market Cap,Year,Month,Day,Weekday,WeekOfYear,Quarter,DayOfYear,IsWeekend,IsStartOfMonth,IsEndOfMonth,Close
2013-10-01,0.0581230019652059,0.053356190543865395,0.061907485723394884,0.08673624890327745,0.04303428194718976,0.0,0.8181818181818182,0.0,0.16666666666666666,0.75,1.0,0.7479452054794521,0.0,1.0,0.0,1143.84
2013-10-02,0.05755245831861693,0.052432427631169884,0.034432639741942744,0.08673624890327745,0.04266055587905455,0.0,0.8181818181818182,0.03333333333333333,0.3333333333333333,0.75,1.0,0.7506849315068493,0.0,0.0,0.0,1173.68
2013-10-03,0.04161346120756016,0.043585621274970454,0.043406505818478464,0.08673624890327745,0.031296535421949094,0.0,0.8181818181818182,0.06666666666666668,0.5,0.75,1.0,0.7534246575342466,0.0,0.0,0.0,1166.72
2013-10-04,0.04972785973682541,0.04932361013652149,0.054274542164042636,0.08673624890327745,0.03713325725076661,0.0,0.8181818181818182,0.1,0.6666666666666666,0.75,1.0,0.7561643835616438,0.0,0.0,0.0,1117.44
2013-10-05,0.05445522137999111,0.049634491885986315,0.05860675337340472,0.08673624890327745,0.040547354802613546,0.0,0.8181818181818182,0.13333333333333333,0.8333333333333333,0.75,1.0,0.7589041095890411,1.0,0.0,0.0,1115.3
2013-10-06,0.054210702674310156,0.048941669701464685,0.056843862231932704,0.08673624890327745,0.04041105470717601,0.0,0.8181818181818182,0.16666666666666669,1.0,0.75,1.0,0.7616438356164383,1.0,0.0,0.0,1079.98
2013-10-07,0.05517972124867553,0.04948349217910342,0.05704078092326734,0.08673624890327745,0.041137622151403576,0.0,0.8181818181818182,0.2,0.0,0.7692307692307693,1.0,0.7643835616438356,0.0,0.0,0.0,1047.87
2013-10-08,0.05274359044022422,0.046996438183384684,0.055493562634209445,0.08673624890327745,0.03941958143229966,0.0,0.8181818181818182,0.23333333333333334,0.16666666666666666,0.7692307692307693,1.0,0.767123287671233,0.0,0.0,0.0,1054.42
2013-10-09,0.05193758433631283,0.05079807786255472,0.05630936864116726,0.08673624890327745,0.03887053387043631,0.0,0.8181818181818182,0.26666666666666666,0.3333333333333333,0.7692307692307693,1.0,0.7698630136986302,0.0,0.0,0.0,1046.21
2013-10-10,0.05630269604513633,0.050576019470079836,0.059760134279793306,0.08673624890327745,0.042031267131973936,0.0,0.8181818181818182,0.3,0.5,0.7692307692307693,1.0,0.7726027397260274,0.0,0.0,0.0,1027.44
2013-10-11,0.05637514603200478,0.050851371876748694,0.060116463340303614,0.08673624890327745,0.042118103483099474,0.0,0.8181818181818182,0.3333333333333333,0.6666666666666666,0.7692307692307693,1.0,0.7753424657534247,0.0,0.0,0.0,1007.48
2013-10-12,0.056510989757383105,0.05427107112086192,0.06097915474996014,0.08673624890327745,0.042248358009787775,0.0,0.8181818181818182,0.3666666666666667,0.8333333333333333,0.7692307692307693,1.0,0.7780821917808219,1.0,0.0,0.0,1004.55
2013-10-13,0.06039612030320319,0.05693577183056055,0.06472060988531832,0.08673624890327745,0.04507658499011686,0.0,0.8181818181818182,0.4,1.0,0.7692307692307693,1.0,0.7808219178082192,1.0,0.0,0.0,990.64
2013-10-14,0.06409106963349362,0.06178552712221204,0.06879963992010728,0.08673624890327745,0.04777180945796255,0.0,0.8181818181818182,0.43333333333333335,0.0,0.7884615384615384,1.0,0.7835616438356164,0.0,0.0,0.0,999.18
2013-10-15,0.06544950688727688,0.06291358375598445,0.06901531277252139,0.08673624890327745,0.04879570896522121,0.0,0.8181818181818182,0.4666666666666667,0.16666666666666666,0.7884615384615384,1.0,0.7863013698630137,0.0,0.0,0.0,1004.45
2013-10-16,0.06986895608625171,0.06898910137409729,0.07210974935063717,0.08673624890327745,0.05202404267731859,0.0,0.8181818181818182,0.5,0.3333333333333333,0.7884615384615384,1.0,0.7890410958904109,0.0,0.0,0.0,988.67
2013-10-17,0.06693473161807989,0.06471669790288052,0.07209099518955768,0.08673624890327745,0.0499553589707584,0.0,0.8181818181818182,0.5333333333333333,0.5,0.7884615384615384,1.0,0.7917808219178082,0.0,0.0,0.0,994.38
2013-10-18,0.07052100596806765,0.0723022125898226,0.07505415264011701,0.08673624890327745,0.05256869346190975,0.0,0.8181818181818182,0.5666666666666667,0.6666666666666666,0.7884615384615384,1.0,0.7945205479452055,0.0,0.0,0.0,1063.07
2013-10-19,0.07916066690212911,0.09141699901406071,0.08455313522687845,0.08673624890327745,0.05882750590885646,0.0,0.8181818181818182,0.6,0.8333333333333333,0.7884615384615384,1.0,0.7972602739726028,1.0,0.0,0.0,1061.35
2013-10-20,0.0934242580668532,0.0891342387394189,0.09697776694204023,0.08673624890327745,0.0691494901524555,0.0,0.8181818181818182,0.6333333333333333,1.0,0.7884615384615384,1.0,0.8,1.0,0.0,0.0,1038.15
2013-10-21,0.0962679200514395,0.09793663341712334,0.10246335905779096,0.08673624890327745,0.07124565371696681,0.0,0.8181818181818182,0.6666666666666666,0.0,0.8076923076923077,1.0,0.8027397260273973,0.0,0.0,0.0,1027.34
2013-10-22,0.10337707501290513,0.1081069077924731,0.10982436728149057,0.08673624890327745,0.07642121016348041,0.0,0.8181818181818182,0.7,0.16666666666666666,0.8076923076923077,1.0,0.8054794520547945,0.0,0.0,0.0,1042.9
2013-10-23,0.11307631700491755,0.12351776023023013,0.1189482666466622,0.08673624890327745,0.08347858728248661,0.0,0.8181818181818182,0.7333333333333333,0.3333333333333333,0.8076923076923077,1.0,0.8082191780821918,0.0,0.0,0.0,1029.91
2013-10-24,0.13204010106773167,0.12689304779584837,0.09657455247883125,0.08673624890327745,0.0972223634381589,0.0,0.8181818181818182,0.7666666666666667,0.5,0.8076923076923077,1.0,0.810958904109589,0.0,0.0,0.0,1011.8
2013-10-25,0.11699767254417184,0.11041631507421189,0.09655579831775173,0.08673624890327745,0.08642552724916452,0.0,0.8181818181818182,0.8,0.6666666666666666,0.8076923076923077,1.0,0.8136986301369863,0.0,0.0,0.0,989.02
2013-10-26,0.10772407422501151,0.10112539193306268,0.1033541817090667,0.08673624890327745,0.07979133994260557,0.0,0.8181818181818182,0.8333333333333334,0.8333333333333333,0.8076923076923077,1.0,0.8164383561643835,1.0,0.0,0.0,970.4
2013-10-27,0.09789804475597938,0.108257907499356,0.10415123355494497,0.08673624890327745,0.07273781000371252,0.0,0.8181818181818182,0.8666666666666667,1.0,0.8076923076923077,1.0,0.8191780821917808,1.0,0.0,0.0,920.38
2013-10-28,0.11565734778710571,0.110194256681737,0.11864820006939038,0.08673624890327745,0.0856187186197197,0.0,0.8181818181818182,0.9,0.0,0.826923076923077,1.0,0.8219178082191781,0.0,0.0,0.0,919.5
2013-10-29,0.11777650990300759,0.11567465780801715,0.12473392533968473,0.08673624890327745,0.08719826085474999,0.0,0.8181818181818182,0.9333333333333333,0.16666666666666666,0.826923076923077,1.0,0.8246575342465754,0.0,0.0,0.0,921.59
2013-10-30,0.12306535894440368,0.11955623850847817,0.12606547077632846,0.08673624890327745,0.09106742485426744,0.0,0.8181818181818182,0.9666666666666667,0.3333333333333333,0.826923076923077,1.0,0.8273972602739726,0.0,0.0,0.0,919.75
